Year,Month,Center Code,Center Name Arb,Center Name Eng,Center Type Arb,Center Type Eng,Bill Type Arb,Bill Type Eng,Section Code,Section Desc Arb,Section Desc Eng,Chapter Code,Chapter Desc Arb,Chaoter Desc Eng,Amount,Weight Kg
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,اعادة تصدير,Re Export,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,73,صناعات من الحديد او الصلب )الفولاذ(,ARTICLES OF IRON OR STEEL,"106,870",839
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,اعادة تصدير,Re Export,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,74,نحاس ومصنوعاته,COPPER AND ARTICLES THEREOF,"11,019",17
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,اعادة تصدير,Re Export,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,76,الومنيوم ومصنوعاته,ALUMINIUM AND ARTICLES THEREOF,"28,763",236
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,اعادة تصدير,Re Export,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,82,"ادوات,ادوات قاطعة,ادوات مائدة من المعادن واجزاؤها","TOOLS,IMPLEMENTS,CUTLERY ETC. OF BASE METAL","3,826",3
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,اعادة تصدير,Re Export,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,83,مصنوعات متنوعة من معادن اخرى,MISCALLANEOUS ARTICLES OF BASE METAL,"15,655",11
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,اعادة تصدير,Re Export,16,الات ;اجهزة تسجيل ;اذاعة الصوت والصورولوازمها,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",84,"مفاعلات نووية, اجهزة وادوات الية واجزاؤها","NUCLEAR REACTORS,BOILERS,MACHINERY _ PARTS THEREOF","2,266,756","13,477"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,اعادة تصدير,Re Export,16,الات ;اجهزة تسجيل ;اذاعة الصوت والصورولوازمها,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",85,"اجهزة كهربائية,تسجيل واذاعة الصوت,واجزاءهذه الاجهز","ELECTRICAL MACHINERY,SOUND RECORDERS AND PARTS","7,530,278","6,368"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,اعادة تصدير,Re Export,17,معدات نقل,VEHICLES OF TRANSPORT,87,"عربات,جرارات,دراجات,اجزاؤها ولوازمها",VEHICLES OTHER THAN RAILWAY OR TRAMWAY; PARTS,"734,600","2,000"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,اعادة تصدير,Re Export,17,معدات نقل,VEHICLES OF TRANSPORT,88,طائرات وسفن فضائية واجزاؤها,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF","34,568,364","23,851"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,اعادة تصدير,Re Export,17,معدات نقل,VEHICLES OF TRANSPORT,89,سفن وقوارب وعائمات,"SHIPS, BOATS AND FLOATING STRUCTURES","14,401",336
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,اعادة تصدير,Re Export,18,"اجهزة بصرية,فوتغرافية,طبية,ادوات موسيقية ولوازمها","PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS _ PARTS",90,اجهزة بصريات وتصويروقياس وللطب واجزاؤها ولوازمها,"OPTICAL,PHOTOGRAPHIC,MEASURING_MEDICAL INSTRUMENTS","5,646,250","6,447"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,اعادة تصدير,Re Export,20,سلع ومنتجات مختلفة,MISCELLANEOUS MANUFACTURED ARTICLES,94,"اتات,اسرة,وسائدوفرشات محشوة,اجهزة للانارة,اشارات","FURNITURE,BEDDING,MATTRESSES,LAMPS _FITTINGS,SIGNS","356,728","2,875"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,اعادة تصدير,Re Export,21,"تحف فنية, قطع للمجموعات وقطع اترية","PIECES AND ANTIQUES WORKS OF ART, COLLECTORS",98,ما يرد للهيئات الدبلوماسية والقنصلية والمنظمات الدولية ورؤساء وأعضاء السلكين الدبلوماسي والقنصلي المعتمدين لدى الدولة,"IMPORTS OF THE DIPLOMATIC CORPS, CONSULATES, INTERNATIONAL ORGANIZATIONS AND THE MEMBERS OF THE DIPLOMATIC AND CONCULAR CORPS ACCREDITED BY THE GOVERNMENT","7,290,582","254,186"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,01,حيوانات حية ومنتجات المملكة الحيوانية,LIVE ANIMALS AND THEIR PRODUCTS,01,حيوانات حية,LIVE ANIMALS,"1,965",23
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,01,حيوانات حية ومنتجات المملكة الحيوانية,LIVE ANIMALS AND THEIR PRODUCTS,04,"البان ومنتجاتها,بيض, عسل, منتجات حيوانية","DAIRY PRODUCE, HONEY _ EDIBLE PRODUCTS OF ANIMALS",780,170
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,05,منتجات معدنية,MINERAL PRODUCTS,27,وقود وزيوت وشموع معدنية ومنتجاتها ;مواد قارية,"MINERAL FUELS,OILS,WAXES AND BITUMINOUS SUBSTANCES","2,354",261
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,38,منتجات كيماوية متنوعة,MISCELLANEOUS CHEMICAL PRODUCTS,"12,008",350
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,07,لدائن ومصنوعاتها;مطاط ومصنوعاته,"PLASTICS, RUBBER AND ARTICLES THEREOF",39,لدائن ومصنوعاتها,PLASTICS AND ARTICLES THEREOF,"66,775","2,830"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,09,خشب ومصنوعاته ;فلين;اصناف صناعتي الحصر والسلال,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",44,"خشب ومصنوعاته, فحم خشبي",WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL,"3,935,851",334
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,10,عجينة الخشب ;نفايات وفضلات ورق وورق مقوى ومصنوعاته,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",48,ورق;ورق مقوى; مصنوعات من السليولوز,"PAPER, PAPERBOARD AND THEIR ARTICLES","36,846","1,072"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,10,عجينة الخشب ;نفايات وفضلات ورق وورق مقوى ومصنوعاته,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",49,"كتب,صحف,منتجات الطباعة والنشر,مخطوطات وتصاميم يدوي",PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS,"26,431,202","170,422"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,13,مصنوعات من حجر;ميكا;منتجات من خزف;زجاج و مصنوعاته,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",68,مصنوعات من الحجراوالجص اوالحرير الصخري اومايماتله,"ARTICLES OF STONE,PLASTER,CEMENT,ASBESTOS, MICA","17,343","1,200"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,13,مصنوعات من حجر;ميكا;منتجات من خزف;زجاج و مصنوعاته,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",70,زجاج ومصنوعاته,GLASS AND GLASSWARE,"4,723",366
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,14,"لؤلؤ,احجار كريمة,معادن تمينةومصنوعات هذه المواد","PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",71,"لؤلؤ,احجاركريمة,معادن تمينةومصنوعاتها,حلي مقلدة","PEARLS, PRECIOUS METALS,STONES _ ARTICLES THEREOF","1,848,480,201","11,244"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,72,حديد; صلب )فولاذ(,IRON AND STEEL,188,343
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,73,صناعات من الحديد او الصلب )الفولاذ(,ARTICLES OF IRON OR STEEL,"4,542",174
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,76,الومنيوم ومصنوعاته,ALUMINIUM AND ARTICLES THEREOF,"9,266",872
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,16,الات ;اجهزة تسجيل ;اذاعة الصوت والصورولوازمها,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",84,"مفاعلات نووية, اجهزة وادوات الية واجزاؤها","NUCLEAR REACTORS,BOILERS,MACHINERY _ PARTS THEREOF","6,479,167","6,661"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,16,الات ;اجهزة تسجيل ;اذاعة الصوت والصورولوازمها,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",85,"اجهزة كهربائية,تسجيل واذاعة الصوت,واجزاءهذه الاجهز","ELECTRICAL MACHINERY,SOUND RECORDERS AND PARTS","142,298",615
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,17,معدات نقل,VEHICLES OF TRANSPORT,87,"عربات,جرارات,دراجات,اجزاؤها ولوازمها",VEHICLES OTHER THAN RAILWAY OR TRAMWAY; PARTS,"1,500",2
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,17,معدات نقل,VEHICLES OF TRANSPORT,88,طائرات وسفن فضائية واجزاؤها,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF","3,098,440","2,980"
2021,January,A,جمرك مطار ابوظبي- الشحن,AD AIRPORT-CARGO TERMINAL,جو,AIR,تصدير,Export,21,"تحف فنية, قطع للمجموعات وقطع اترية","PIECES AND ANTIQUES WORKS OF ART, COLLECTORS",98,ما يرد للهيئات الدبلوماسية والقنصلية والمنظمات الدولية ورؤساء وأعضاء السلكين الدبلوماسي والقنصلي المعتمدين لدى الدولة,"IMPORTS OF THE DIPLOMATIC CORPS, CONSULATES, INTERNATIONAL ORGANIZATIONS AND THE MEMBERS OF THE DIPLOMATIC AND CONCULAR CORPS ACCREDITED BY THE GOVERNMENT","62,685","6,866"
2021,January,B,جمرك مطار ابوظبي- صالة 1,AD-AIRPORT - TERMINAL 1,جو,AIR,إستيراد,Import,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",18,كاكاو ومحضراته,COCOA AND COCOA PREPARATIONS,"87,115",374
2021,January,B,جمرك مطار ابوظبي- صالة 1,AD-AIRPORT - TERMINAL 1,جو,AIR,إستيراد,Import,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",24,"تبغ خام, ومواد مصنعة من التبغ",TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES,265,1
2021,January,B,جمرك مطار ابوظبي- صالة 1,AD-AIRPORT - TERMINAL 1,جو,AIR,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,33,"زيوت عطرية,مستحضرات العطور وادوات التجميل )تواليت(","ESSENTIAL OILS,RESINOIDS AND COSMETICS","670,283",120
2021,January,B,جمرك مطار ابوظبي- صالة 1,AD-AIRPORT - TERMINAL 1,جو,AIR,إستيراد,Import,14,"لؤلؤ,احجار كريمة,معادن تمينةومصنوعات هذه المواد","PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",71,"لؤلؤ,احجاركريمة,معادن تمينةومصنوعاتها,حلي مقلدة","PEARLS, PRECIOUS METALS,STONES _ ARTICLES THEREOF","289,139",35
2021,January,B,جمرك مطار ابوظبي- صالة 1,AD-AIRPORT - TERMINAL 1,جو,AIR,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,73,صناعات من الحديد او الصلب )الفولاذ(,ARTICLES OF IRON OR STEEL,"106,453",10
2021,January,B,جمرك مطار ابوظبي- صالة 1,AD-AIRPORT - TERMINAL 1,جو,AIR,إستيراد,Import,18,"اجهزة بصرية,فوتغرافية,طبية,ادوات موسيقية ولوازمها","PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS _ PARTS",90,اجهزة بصريات وتصويروقياس وللطب واجزاؤها ولوازمها,"OPTICAL,PHOTOGRAPHIC,MEASURING_MEDICAL INSTRUMENTS","28,486",2
2021,January,B,جمرك مطار ابوظبي- صالة 1,AD-AIRPORT - TERMINAL 1,جو,AIR,اعادة تصدير,Re Export,14,"لؤلؤ,احجار كريمة,معادن تمينةومصنوعات هذه المواد","PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",71,"لؤلؤ,احجاركريمة,معادن تمينةومصنوعاتها,حلي مقلدة","PEARLS, PRECIOUS METALS,STONES _ ARTICLES THEREOF","29,610,865","297,355"
2021,January,B,جمرك مطار ابوظبي- صالة 1,AD-AIRPORT - TERMINAL 1,جو,AIR,اعادة تصدير,Re Export,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,73,صناعات من الحديد او الصلب )الفولاذ(,ARTICLES OF IRON OR STEEL,"119,272",10
2021,January,B,جمرك مطار ابوظبي- صالة 1,AD-AIRPORT - TERMINAL 1,جو,AIR,اعادة تصدير,Re Export,18,"اجهزة بصرية,فوتغرافية,طبية,ادوات موسيقية ولوازمها","PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS _ PARTS",90,اجهزة بصريات وتصويروقياس وللطب واجزاؤها ولوازمها,"OPTICAL,PHOTOGRAPHIC,MEASURING_MEDICAL INSTRUMENTS","38,787",244
2021,January,B,جمرك مطار ابوظبي- صالة 1,AD-AIRPORT - TERMINAL 1,جو,AIR,تصدير,Export,14,"لؤلؤ,احجار كريمة,معادن تمينةومصنوعات هذه المواد","PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",71,"لؤلؤ,احجاركريمة,معادن تمينةومصنوعاتها,حلي مقلدة","PEARLS, PRECIOUS METALS,STONES _ ARTICLES THEREOF","12,457,839","50,165"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,01,حيوانات حية ومنتجات المملكة الحيوانية,LIVE ANIMALS AND THEIR PRODUCTS,01,حيوانات حية,LIVE ANIMALS,"2,549,595","348,500"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,01,حيوانات حية ومنتجات المملكة الحيوانية,LIVE ANIMALS AND THEIR PRODUCTS,02,لحوم واحشاء واطراف صالحو للاكل,MEAT AND EDIBLE MEAT OFFAL,"179,122","8,154"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,01,حيوانات حية ومنتجات المملكة الحيوانية,LIVE ANIMALS AND THEIR PRODUCTS,04,"البان ومنتجاتها,بيض, عسل, منتجات حيوانية","DAIRY PRODUCE, HONEY _ EDIBLE PRODUCTS OF ANIMALS","1,492,238","97,339"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,02,منتجات نباتية,VEGETABLE PRODUCTS,07,خضر ونباتات وجذور ودرنات,"EDIBLE VEGETABLES, CERTAIN ROOTS AND TUBERS","57,177","45,950"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,02,منتجات نباتية,VEGETABLE PRODUCTS,11,منتجات مطاحن; شعير; نشاء; دابوق القمح,PRODUCTS OF THE MILLING INDUSTRY,"36,234",40
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,02,منتجات نباتية,VEGETABLE PRODUCTS,12,"بذور واتمار زيتية,حبوب ونباتات للصناعات,قش وعلف","OIL SEEDS,INDUSTRIAL OR MEDICINAL PLANTS _ FODDER","669,165","2,233,000"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,02,منتجات نباتية,VEGETABLE PRODUCTS,13,"صمغ اللك, خلاصات من عصارات نباتية","LAC; GUMS, RESINS,VEGETABLE SAPS AND EXTRACTS","10,297",684
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",17,سكر ومصنوعات سكرية,SUGARS AND SUGAR CONFECTIONERY,"3,600",200
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",19,"محضرات من الحبوب والدقيق والنشا والحليب, فطائر","PREPARATIONS OF CEREALS,FLOUR,STARCH OR MILK","3,109,391","171,144"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",21,محضرات غذائية منوعة,MISCELLANEOUS EDIBLE PREPRATIONS,"181,537","31,477"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",22,مشروبات; سوائل كحولية وخل,"BEVERAGES, SPIRITS AND VINEGAR","397,883","2,005,409"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,05,منتجات معدنية,MINERAL PRODUCTS,25,ملح ; كبريت ; اتربة واحجار ; كلس واسمنت,"SALT; PLASTERING MATERIALS, LIME AND CEMENT","23,532,962","721,126,459"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,05,منتجات معدنية,MINERAL PRODUCTS,26,"خامات معادن, خبت ورماد","ORES, SLAG AND ASH","1,338,165","5,940,000"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,05,منتجات معدنية,MINERAL PRODUCTS,27,وقود وزيوت وشموع معدنية ومنتجاتها ;مواد قارية,"MINERAL FUELS,OILS,WAXES AND BITUMINOUS SUBSTANCES","757,045","236,160"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,28,منتجات ومركبات عضوية اوغير عضوية من معادن تمينة,INORGANIC CHEMICALS; COMPOUNDS OF PRECIOUS METALS,"151,588","195,500"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,29,كيماويات عضوية,ORGANIC CHEMICALS,"132,437","41,343"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,31,اسمدة,FERTILISERS,"221,943","20,010"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,33,"زيوت عطرية,مستحضرات العطور وادوات التجميل )تواليت(","ESSENTIAL OILS,RESINOIDS AND COSMETICS","851,829","25,213"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,38,منتجات كيماوية متنوعة,MISCELLANEOUS CHEMICAL PRODUCTS,"116,088","32,448"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,07,لدائن ومصنوعاتها;مطاط ومصنوعاته,"PLASTICS, RUBBER AND ARTICLES THEREOF",39,لدائن ومصنوعاتها,PLASTICS AND ARTICLES THEREOF,"1,620,699","488,091"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,07,لدائن ومصنوعاتها;مطاط ومصنوعاته,"PLASTICS, RUBBER AND ARTICLES THEREOF",40,مطاط ومصنوعاته,RUBBER AND ARTICLES THEREOF,"174,342","20,019"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,09,خشب ومصنوعاته ;فلين;اصناف صناعتي الحصر والسلال,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",44,"خشب ومصنوعاته, فحم خشبي",WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL,"644,136","477,032"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,09,خشب ومصنوعاته ;فلين;اصناف صناعتي الحصر والسلال,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",45,فلين ومصنوعاته,CORK AND ARTICLES OF CORK,453,5
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,10,عجينة الخشب ;نفايات وفضلات ورق وورق مقوى ومصنوعاته,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",48,ورق;ورق مقوى; مصنوعات من السليولوز,"PAPER, PAPERBOARD AND THEIR ARTICLES","1,556,698","437,363"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,58,"منسوجات خاصة,سطوح نسجية, دانتيل,مطرزات",SPECIAL WOVEN FABRICS _ TUFTED TEXTILE FABRICS,"49,045","3,240"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,61,البسة وتوابعها من الكروشيه اوغيره,KNITTED OR CROCHETED ARTICLES OF APPAREL,"18,000",500
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,13,مصنوعات من حجر;ميكا;منتجات من خزف;زجاج و مصنوعاته,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",68,مصنوعات من الحجراوالجص اوالحرير الصخري اومايماتله,"ARTICLES OF STONE,PLASTER,CEMENT,ASBESTOS, MICA","2,953,883","2,825,403"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,13,مصنوعات من حجر;ميكا;منتجات من خزف;زجاج و مصنوعاته,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",69,منتجات خزفية,CERAMIC PRODUCTS,"162,579","169,622"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,13,مصنوعات من حجر;ميكا;منتجات من خزف;زجاج و مصنوعاته,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",70,زجاج ومصنوعاته,GLASS AND GLASSWARE,"1,276,932","540,869"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,72,حديد; صلب )فولاذ(,IRON AND STEEL,"178,762,250","80,547,808"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,73,صناعات من الحديد او الصلب )الفولاذ(,ARTICLES OF IRON OR STEEL,"8,042,668","2,327,000"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,74,نحاس ومصنوعاته,COPPER AND ARTICLES THEREOF,"1,410,913","48,346"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,75,نيكل ومصنوعاته,NICKEL AND ARTICLES THEREOF,21,1
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,76,الومنيوم ومصنوعاته,ALUMINIUM AND ARTICLES THEREOF,"463,873","58,122"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,79,زنك ومصنوعاته,ZINC AND ARTICLES THEREOF,"2,158,250","199,135"
2021,January,E,جمرك خطم الشكلة,KHTAM AL SHAKLEH,بر,ROAD,إستيراد,Import,16,الات ;اجهزة تسجيل ;اذاعة الصوت والصورولوازمها,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",84,"مفاعلات نووية, اجهزة وادوات الية واجزاؤها","NUCLEAR REACTORS,BOILERS,MACHINERY _ PARTS THEREOF","2,052,011","90,577"
