Year,Month,Center Code,Center Name Arb,Center Name Eng,Center Type Arb,Center Type Eng,Bill Type Arb,Bill Type Eng,Section Code,Section Desc Arb,Section Desc Eng,Chapter Code,Chapter Desc Arb,Chaoter Desc Eng,Amount,Weight Kg
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,01,حيوانات حية ومنتجات المملكة الحيوانية,LIVE ANIMALS AND THEIR PRODUCTS,04,"البان ومنتجاتها,بيض, عسل, منتجات حيوانية","DAIRY PRODUCE, HONEY _ EDIBLE PRODUCTS OF ANIMALS","50,985",84
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,02,منتجات نباتية,VEGETABLE PRODUCTS,06,"اشجار ونباتات حية,بصلات وجذورها,ازهار واغصان للزين","LIVE TREES, PLANTS AND THEIR PARTS","1,187",4
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,02,منتجات نباتية,VEGETABLE PRODUCTS,08,فواكه وقشور حمضيات وبطيخ وشمام,"EDIBLE FRUITS, NUTS,PEEL OF CITRUS FRUIT _ MELONS",249,15
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,02,منتجات نباتية,VEGETABLE PRODUCTS,09,"بن,شاي,مته,بهارات","COFFEE, TEA, MATE AND SPICES","179,760",986
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,02,منتجات نباتية,VEGETABLE PRODUCTS,10,حبوب,CEREALS,"1,047",6
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,02,منتجات نباتية,VEGETABLE PRODUCTS,11,منتجات مطاحن; شعير; نشاء; دابوق القمح,PRODUCTS OF THE MILLING INDUSTRY,"2,015",10
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,02,منتجات نباتية,VEGETABLE PRODUCTS,12,"بذور واتمار زيتية,حبوب ونباتات للصناعات,قش وعلف","OIL SEEDS,INDUSTRIAL OR MEDICINAL PLANTS _ FODDER","71,792",597
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,02,منتجات نباتية,VEGETABLE PRODUCTS,13,"صمغ اللك, خلاصات من عصارات نباتية","LAC; GUMS, RESINS,VEGETABLE SAPS AND EXTRACTS","2,351",3
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,03,شحوم ودهون وزيوت حيوانية او نباتية,"ANIMAL OR VEGETABLE FATS, OILS AND WAXES",15,"شحوم وزيوت حيوانية ونباتيةومنتجاتها,دهون,شموع","ANIMAL OR VEGETABLE FATS,OILS AND WAXES","6,385",55
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",17,سكر ومصنوعات سكرية,SUGARS AND SUGAR CONFECTIONERY,"12,569",30
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",18,كاكاو ومحضراته,COCOA AND COCOA PREPARATIONS,"30,792",131
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",19,"محضرات من الحبوب والدقيق والنشا والحليب, فطائر","PREPARATIONS OF CEREALS,FLOUR,STARCH OR MILK","39,527","1,115"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",20,محضرات خضر; تمار; فواكه; ونباتات اخرى,"PREPARATIONS OF VEGETABLES,FRUIT, NUTS ETC.","2,059",10
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",21,محضرات غذائية منوعة,MISCELLANEOUS EDIBLE PREPRATIONS,"99,318",441
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",22,مشروبات; سوائل كحولية وخل,"BEVERAGES, SPIRITS AND VINEGAR","4,932",18
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",23,نفايات صناعة الاغذية; اغذية للحيوانات,RESIDUES _ WASTE OF FOOD INDUSTRIES; ANIMAL FODDER,"7,339",93
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,05,منتجات معدنية,MINERAL PRODUCTS,25,ملح ; كبريت ; اتربة واحجار ; كلس واسمنت,"SALT; PLASTERING MATERIALS, LIME AND CEMENT","3,972",75
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,05,منتجات معدنية,MINERAL PRODUCTS,26,"خامات معادن, خبت ورماد","ORES, SLAG AND ASH",33,1
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,05,منتجات معدنية,MINERAL PRODUCTS,27,وقود وزيوت وشموع معدنية ومنتجاتها ;مواد قارية,"MINERAL FUELS,OILS,WAXES AND BITUMINOUS SUBSTANCES","404,749","1,240"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,28,منتجات ومركبات عضوية اوغير عضوية من معادن تمينة,INORGANIC CHEMICALS; COMPOUNDS OF PRECIOUS METALS,"35,043",127
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,29,كيماويات عضوية,ORGANIC CHEMICALS,"18,669",86
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,30,منتجات الصيدلة,PHARMACEUTICAL PRODUCTS,"902,650","1,285"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,32,مواد للدباغة والصباغة ومشتقاتها;دهانات; حبر,"TANNING OR DYEING EXTRACTS,PIGMENTS,PAINTS; INKS","485,292","1,928"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,33,"زيوت عطرية,مستحضرات العطور وادوات التجميل )تواليت(","ESSENTIAL OILS,RESINOIDS AND COSMETICS","699,787","2,372"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,34,"صابون,محضرات غسيل,تشحيم,شموع,طب الاسنان,عوامل عضوي","WASHING ,LUBRICATING _ DENTAL PREPRATIONS, WAXES","185,130","1,758"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,35,"مواد زلالية,منتجات النشاء المعدل,غراء,انزيمات","ALBUMINOIDAL SUBSTANCES,MODIFIED STARCHES,GLUES","97,742",327
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,37,منتجات تصوير فوتوغرافي او سينمائي,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,"8,934",22
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,06,منتجات الصناعات الكيماوية او الصناعات المرتبطة بها,PRODUCTS OF THE CHEMICAL OR ALLIED INDUSTRIES,38,منتجات كيماوية متنوعة,MISCELLANEOUS CHEMICAL PRODUCTS,"418,093","1,380"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,07,لدائن ومصنوعاتها;مطاط ومصنوعاته,"PLASTICS, RUBBER AND ARTICLES THEREOF",39,لدائن ومصنوعاتها,PLASTICS AND ARTICLES THEREOF,"4,038,951","18,539"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,07,لدائن ومصنوعاتها;مطاط ومصنوعاته,"PLASTICS, RUBBER AND ARTICLES THEREOF",40,مطاط ومصنوعاته,RUBBER AND ARTICLES THEREOF,"2,102,602","5,715"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,08,مصنوعات جلدية ;اصناف عدة الحيوانات ;لوازم السفر,ARTICLES OF LEATHER AND ANIMAL GUT; TRAVEL GOODS,42,"مصنوعات جلدية,حقائب للسفر,صناعات من مصارين الحيوان","ARTICLES OF LEATHER; TRAVEL GOODS,HANDBAGS ETC.","2,010,966","3,156"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,08,مصنوعات جلدية ;اصناف عدة الحيوانات ;لوازم السفر,ARTICLES OF LEATHER AND ANIMAL GUT; TRAVEL GOODS,43,فراء طبيعي او صناعي ومنتجاته,FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEEOF,"21,140",9
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,09,خشب ومصنوعاته ;فلين;اصناف صناعتي الحصر والسلال,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",44,"خشب ومصنوعاته, فحم خشبي",WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL,"72,922","1,448"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,09,خشب ومصنوعاته ;فلين;اصناف صناعتي الحصر والسلال,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",45,فلين ومصنوعاته,CORK AND ARTICLES OF CORK,"1,477",40
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,09,خشب ومصنوعاته ;فلين;اصناف صناعتي الحصر والسلال,"ARTICLES OF WOOD, CORK; BASKETWARE AND WICKERWORK",46,"صناعات القش اوالحلفاءاوموادالضفر,صناعات الحصروالسل",MANUFACTURES OF STRAW; BASKETWARE AND WICKERWORK,"34,277",89
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,10,عجينة الخشب ;نفايات وفضلات ورق وورق مقوى ومصنوعاته,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",48,ورق;ورق مقوى; مصنوعات من السليولوز,"PAPER, PAPERBOARD AND THEIR ARTICLES","209,518","3,070"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,10,عجينة الخشب ;نفايات وفضلات ورق وورق مقوى ومصنوعاته,"PULP OF WOOD, WASTE, SCRAP AND ARTICLES OF PAPER",49,"كتب,صحف,منتجات الطباعة والنشر,مخطوطات وتصاميم يدوي",PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS,"321,965","1,595"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,50,حرير طبيعي,SILK,"138,085",224
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,51,"صوف,وبر حيوان,شعر ونسج خيوط الخيول","WOOL,FINE OR COARSE ANIMAL HAIR,HORSE HAIR YARN","15,888",15
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,52,قطن طبيعي,COTTON,"398,190","2,172"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,53,"الياف نباتية منسوجة, خيوط من الورق ونسيجها","OTHER VEGETABLE TEXTILE FIBRES,PAPER YARN _FABRICS","6,382",14
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,54,شعيرات تركيبية او اصطناعية,MAN-MADE FILAMENTS,"113,145",286
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,55,الياف تركيبية او اصطناعية,MAN-MADE STAPLE FIBRES,"28,137",63
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,56,"حشو,لباد واقمشة غيرمنسوجة,خيوط وحبال ومصنوعاتها","WADDING,FELT,NONWOVENS;TWINE, CABLES,CORDAGE ETC.","107,901",241
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,57,"سجاد,اغطية ارضيات نسيجية",CARPETS AND OTHER TEXTILE FLOOR COVERINGS,"27,654",281
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,58,"منسوجات خاصة,سطوح نسجية, دانتيل,مطرزات",SPECIAL WOVEN FABRICS _ TUFTED TEXTILE FABRICS,"56,479",213
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,59,"منسوجات مطلية اومغطاة, اصناف فنية منسوجة",TEXTILE ARTICLES AND FABRICS USED IN INDUSTRIES,"153,919",410
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,60,اقمشة كروشيه اوغيره,KNITTED OR CROCHETED FABRICS,"15,140",96
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,61,البسة وتوابعها من الكروشيه اوغيره,KNITTED OR CROCHETED ARTICLES OF APPAREL,"3,572,031","9,563"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,62,البسة وتوابعها)عدا الكروشيه(,"ARTICLES OF APPAREL, NOT KNITTED OR CROCHETED","5,927,335","12,344"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,11,مواد نسيجية ومصنوعاتها,TEXTILES AND TEXTILE ARTICLES,63,"البسة جاهزة اخرى منسوجة,اطقم,خرق",OTHER MADE TEXTILE ARTICLES; SETS; RAGS,"387,601","2,780"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,12,"احذية,مظلات,اصناف من ريش;ازهار اصطناعية وشعر بشري","FOOTWEAR,UMBRELLAS,ARTICLES OF FEATHER _ HAIR",64,احذية واصناف مماتلة واجزاؤها,"FOOTWEAR, GAITERS AND THE LIKE; THEIR PARTS","2,936,586","4,433"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,12,"احذية,مظلات,اصناف من ريش;ازهار اصطناعية وشعر بشري","FOOTWEAR,UMBRELLAS,ARTICLES OF FEATHER _ HAIR",65,اغطية راس واجزاؤها,HEADGEAR AND PARTS THEREOF,"79,796",300
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,12,"احذية,مظلات,اصناف من ريش;ازهار اصطناعية وشعر بشري","FOOTWEAR,UMBRELLAS,ARTICLES OF FEATHER _ HAIR",66,"مظلات للمطر اوالشمس,عصي متنوعة,سياط واجزاؤها","UMBRELLAS,WALKING _ SEAT STICKS, WHIPS _ PARTS","1,953",7
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,12,"احذية,مظلات,اصناف من ريش;ازهار اصطناعية وشعر بشري","FOOTWEAR,UMBRELLAS,ARTICLES OF FEATHER _ HAIR",67,"محضرات الريش والزغب واصنافهما,ازهار,مصنوعات شعربشر","ARTICLES OF FEATHER _ HAIR, ARTIFICIAL FLOWERS","12,585",101
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,13,مصنوعات من حجر;ميكا;منتجات من خزف;زجاج و مصنوعاته,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",68,مصنوعات من الحجراوالجص اوالحرير الصخري اومايماتله,"ARTICLES OF STONE,PLASTER,CEMENT,ASBESTOS, MICA","287,272",839
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,13,مصنوعات من حجر;ميكا;منتجات من خزف;زجاج و مصنوعاته,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",69,منتجات خزفية,CERAMIC PRODUCTS,"251,709","2,917"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,13,مصنوعات من حجر;ميكا;منتجات من خزف;زجاج و مصنوعاته,"ARTICLES OF STONE, MICA;CERAMIC PRODUCTS AND GLASS",70,زجاج ومصنوعاته,GLASS AND GLASSWARE,"545,419","1,659"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,14,"لؤلؤ,احجار كريمة,معادن تمينةومصنوعات هذه المواد","PEARLS, STONES, PRECIOUS METALS AND ITS ARTICLES",71,"لؤلؤ,احجاركريمة,معادن تمينةومصنوعاتها,حلي مقلدة","PEARLS, PRECIOUS METALS,STONES _ ARTICLES THEREOF","573,632",393
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,72,حديد; صلب )فولاذ(,IRON AND STEEL,"118,383","1,449"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,73,صناعات من الحديد او الصلب )الفولاذ(,ARTICLES OF IRON OR STEEL,"5,650,198","27,390"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,74,نحاس ومصنوعاته,COPPER AND ARTICLES THEREOF,"119,146",723
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,75,نيكل ومصنوعاته,NICKEL AND ARTICLES THEREOF,"1,443,088",507
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,76,الومنيوم ومصنوعاته,ALUMINIUM AND ARTICLES THEREOF,"5,082,414","1,321"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,79,زنك ومصنوعاته,ZINC AND ARTICLES THEREOF,"37,849",41
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,80,قصدير ومصنوعاته,TIN AND ARTILCES THEREOF,"6,570",18
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,81,"معادن اخرى, خزف ,مصنوعات هذه المواد",OTHER BASE METALS; CERMETS; ARTICLES THEREOF,"653,072",760
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,82,"ادوات,ادوات قاطعة,ادوات مائدة من المعادن واجزاؤها","TOOLS,IMPLEMENTS,CUTLERY ETC. OF BASE METAL","2,166,639","6,101"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,15,معادن عادية ومصنوعاتها,BASE METALS AND ARTICLES OF BASE METAL,83,مصنوعات متنوعة من معادن اخرى,MISCALLANEOUS ARTICLES OF BASE METAL,"1,908,158","4,284"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,16,الات ;اجهزة تسجيل ;اذاعة الصوت والصورولوازمها,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",84,"مفاعلات نووية, اجهزة وادوات الية واجزاؤها","NUCLEAR REACTORS,BOILERS,MACHINERY _ PARTS THEREOF","252,002,000","116,660"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,16,الات ;اجهزة تسجيل ;اذاعة الصوت والصورولوازمها,"MACHINERY, SOUND RECORDERS, REPRODUCERS AND PARTS",85,"اجهزة كهربائية,تسجيل واذاعة الصوت,واجزاءهذه الاجهز","ELECTRICAL MACHINERY,SOUND RECORDERS AND PARTS","109,193,876","219,125"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,17,معدات نقل,VEHICLES OF TRANSPORT,86,"قاطرات للسكك الحديديةواجزاؤها,اجهزة الية للمواصلات","RAILWAY OR TRAMWAY LOCOMOTIVES,FIXTURES AND PARTS","4,304",6
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,17,معدات نقل,VEHICLES OF TRANSPORT,87,"عربات,جرارات,دراجات,اجزاؤها ولوازمها",VEHICLES OTHER THAN RAILWAY OR TRAMWAY; PARTS,"3,005,243","10,973"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,17,معدات نقل,VEHICLES OF TRANSPORT,88,طائرات وسفن فضائية واجزاؤها,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF","68,344,717","20,521"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,17,معدات نقل,VEHICLES OF TRANSPORT,89,سفن وقوارب وعائمات,"SHIPS, BOATS AND FLOATING STRUCTURES","36,643",541
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,18,"اجهزة بصرية,فوتغرافية,طبية,ادوات موسيقية ولوازمها","PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS _ PARTS",90,اجهزة بصريات وتصويروقياس وللطب واجزاؤها ولوازمها,"OPTICAL,PHOTOGRAPHIC,MEASURING_MEDICAL INSTRUMENTS","54,633,497","19,437"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,18,"اجهزة بصرية,فوتغرافية,طبية,ادوات موسيقية ولوازمها","PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS _ PARTS",91,اصناف الساعات واجزاؤها,CLOCKS AND WATCHES AND PARTS THEREOF,"600,352",339
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,18,"اجهزة بصرية,فوتغرافية,طبية,ادوات موسيقية ولوازمها","PHOTOGRAPHIC, MEDICAL, MUSICAL INSTRUMENTS _ PARTS",92,الات موسيقية واجزاؤها ولوازمها,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES,"16,634",23
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,20,سلع ومنتجات مختلفة,MISCELLANEOUS MANUFACTURED ARTICLES,94,"اتات,اسرة,وسائدوفرشات محشوة,اجهزة للانارة,اشارات","FURNITURE,BEDDING,MATTRESSES,LAMPS _FITTINGS,SIGNS","4,478,364","8,443"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,20,سلع ومنتجات مختلفة,MISCELLANEOUS MANUFACTURED ARTICLES,95,"العاب للاطفال,لوازم الرياضة واجزؤها","TOYS, GAMES AND SPORTS REQUISTES; PARTS THEREOF","911,344","4,460"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,20,سلع ومنتجات مختلفة,MISCELLANEOUS MANUFACTURED ARTICLES,96,مصنوعات متنوعة,MISCALLEOUS MANUFACTURED ARTICLES,"110,937",637
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,21,"تحف فنية, قطع للمجموعات وقطع اترية","PIECES AND ANTIQUES WORKS OF ART, COLLECTORS",97,"تحف فنية, قطع اترية قديمة","PIECES AND ANTIQUES WORKS OF ART, COLLECTORS","263,487",731
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,إستيراد,Import,21,"تحف فنية, قطع للمجموعات وقطع اترية","PIECES AND ANTIQUES WORKS OF ART, COLLECTORS",98,ما يرد للهيئات الدبلوماسية والقنصلية والمنظمات الدولية ورؤساء وأعضاء السلكين الدبلوماسي والقنصلي المعتمدين لدى الدولة,"IMPORTS OF THE DIPLOMATIC CORPS, CONSULATES, INTERNATIONAL ORGANIZATIONS AND THE MEMBERS OF THE DIPLOMATIC AND CONCULAR CORPS ACCREDITED BY THE GOVERNMENT","588,435","6,491"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,اعادة تصدير,Re Export,01,حيوانات حية ومنتجات المملكة الحيوانية,LIVE ANIMALS AND THEIR PRODUCTS,04,"البان ومنتجاتها,بيض, عسل, منتجات حيوانية","DAIRY PRODUCE, HONEY _ EDIBLE PRODUCTS OF ANIMALS","195,994","19,362"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,اعادة تصدير,Re Export,02,منتجات نباتية,VEGETABLE PRODUCTS,09,"بن,شاي,مته,بهارات","COFFEE, TEA, MATE AND SPICES","3,617,777","124,209"
2021,January,5,المنطقة التجارية,LOGISTICS PARK,جو,AIR,اعادة تصدير,Re Export,04,"منتجات الاغدية ;مشروبات,سوائل كحوليةوتبغ","FOODSTUFFS, BEVERAGES, SPIRITS AND TOBACCO",17,سكر ومصنوعات سكرية,SUGARS AND SUGAR CONFECTIONERY,394,34
