Category,Arabic,English,2019,2018,2017,2016,2015
Capital Events,عدد زوار معرض أبوظبي الدولي للقوارب,Number of visitors to the Abu Dhabi International Boat Show,"26,000 Visitors","21,123 visitors",,,
